Handle,Title,"Body (HTML)",Vendor,Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item",Status
taylor-k24ce-electro-acoustic-guitar-natural-1120,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/1969a4d7410ac9d1b9d971527fa3a7fd.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
taylor-k24ce-electro-acoustic-guitar-natural-1120,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/33198b755b13910a96246eaa4a8444be.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
taylor-k24ce-electro-acoustic-guitar-natural-1120,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/97d8fbd0315768661031bfd6fbd9c565.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-figured-electric-guitar-aquamarine-540,"Gibson Memphis 2018 ES-335 Figured Electric Guitar - Aquamarine","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Statement piece from Gibson, showcasing an outstanding ES-335</li><li>3-ply figured maple/poplar/maple body with glorious finish</li><li>Sublime tonal offerings from a superbly constructed model</li><li>Sturdy mahogany neck with rounded """"C"""" profile to maximise comfort</li><li>Dark rosewood fingerboard with rolled binding for sumptuous feel</li><li>Memphis Historic Spec humbuckers deliver coveted Gibson tones</li><li>ABR-1 bridge with titanium saddles for improved clarity and sustain</li><li>Grover """"Milk Bottle"""" Rotomatics uphold tuning integrity precisely</li><li>Includes hardshell case and Gibson accessory kit</li></ul><p>The 2018 ES-335 Figured Electric Guitar in Aquamarine is a statement piece from the team at Gibson Memphis, showcasing their talents in a masterful instrument. From the meticulously crafted tonewoods to the heavenly Aquamarine finish, this model exudes high quality down to the tiniest detail.It is fair to say that the Gibson Memphis team have outdone themselves with this one.</p><h3>Classic ES-335 design</h3><p>The body is carved to the instantly recognisable ES Series shape, with elegant curves and sweeping edges that make it such a joy to behold. The 3-ply figured maple/poplar/maple tonewood construction lends itself beautifully to the semi-hollowbody shape, by generating a wide dynamic range that is infused with warmth and a balanced frequency range. Present and correct is the maple centre block that prevents the energetic character of the ES-335 from running away with itself, so that what remains is an output that sounds as sweet at low or high volume levels. The lightweight feel is matched by the solid construction of the body, which guarantees resilience throughout each and every performance.</p><p>However, it is the finish that sets the 2018 ES-335 Figured model apart. The Aquamarine paintwork complements the figured maple top in immaculate fashion, whilst single-ply cream binding adds to the visual aesthetic fittingly.</p><h3>Strong and supportive neck</h3><p>Fitted to the body is a quartersawn mahogany neck, which establishes a sturdy feel in the hand for total reassurance as you play. The neck is shaped to the rounded """"C"""" profile for a substantial yet manageable feel in the hand. The rolled binding enables seamless transitions along the neck for a speedy playing experience. The neck is paired with a luxurious rosewood fingerboard, which is adorned with pearloid small block position inlays to guide your way in style.</p><h3>Memphis Historic Spec pickups</h3><p>The 2018 ES-335 Figured is equipped with a pair of Memphis Historic Spec humbuckers, which are designed with meticulous attention to detail in order to translate the ES-335's balanced timbre with the utmost fidelity. From rich and resounding mid to low-end energy through a punchy midrange to a searing high-end output, these pickups deliver a highly versatile tonal palette.</p><p>As noted above, the Gibson Memphis team have spared nothing in securing a high-end product. The hand-wired MTC Premiere control assembly with Orange Drop capacitors and 550K matched pots offer peerless volume and tone adjustment, giving you total mastery over your pickup and tone control.</p><h3>Gig-ready hardware</h3><p>The body is equipped with an ABR-1 bridge with titanium saddles to increase clarity, definition and sustain. The aluminium tailpiece with locking studs reinforces the bridge's consistency, whilst the Grover """"Milk Bottle"""" Rotomatic tuners uphold tuning integrity dutifully throughout the most energetic of performances.</p><p>Each Gibson Memphis 2018 ES-335 Figured Electric Guitar is supplied with a hardcase to protect your model at home and on the go, as well as an accessory kit to help keep it in pristine condition.</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,540-540-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/63019eba5ea328446526ea6953c42b8e.jpeg,1,,FALSE,"Gibson Memphis 2018 ES-335 Figured Electric Guitar - Aquamarine","Gibson Memphis 2018 ES-335 Figured Electric Guitar - Aquamarine",,,,,,,,,,,,,,,Kg,,,active
gibson-memphis-2018-es-335-figured-electric-guitar-aquamarine-540,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/750757a64234da640cb17a176c608212.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-figured-electric-guitar-aquamarine-540,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/e86a86c4af1aa848d89fda8d3445560a.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-figured-electric-guitar-aquamarine-540,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/1740b8fabfd1a48dc65f6c023960a116.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-figured-electric-guitar-aquamarine-540,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/186e2b0f98fe477e57dd38601f52ba67.jpeg,5,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-sj-200-vintage-acoustic-guitar-vintage-sunburst-481,"Gibson 2017 SJ-200 Vintage Acoustic Guitar - Vintage Sunburst","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Iconic Super Jumbo acoustic favoured by famous artists all over the world</li><li>Thermally Aged, AAA grade Adirondack red Sitka spruce body top</li><li>Stunning flame maple back and sides with exquisite marquetry</li><li>Two-piece maple neck with comfortable round profile</li><li>Rosewood 20-fret fingerboard adorned with Mother of Pearl SJ-200 Crown inlays</li><li>Hand-sprayed Vintage Sunburst finish with SJ-200 tortoise pickguard</li><li>Comes with Gibson hardshell case</li></ul><p>The 2017 SJ-200 Vintage acoustic by Gibson still remains one of the most legendary models among artists all over the world. Its Super Jumbo body construction is instantly recognisable, while this also contributes to its colossal, beautiful acoustic voice across all frequencies. Built using VOS, historically-accurate techniques combined with some stunning aesthetic appointments, the 2017 SJ-200 Vintage offers the best of both the vintage and modern worlds.</p><h3>SUPER JUMBO BODY</h3><p>The top of the SJ-200 Vintage is constructed from Adirondack red Sitka spruce which is then given a Thermally Aged, VOS hand-rubbed Vintage Sunburst finish. This AAA-grade spruce top projects a full-bodied, rich acoustic voice, and is combined with beautiful flamed maple in the back and sides. At the back of the body you will see some outstanding craftsmanship in the form of the back seam which is trimmed in a three rope marquetry strip for an incredibly unique design feature. The spruce top is radiused with scalloped bracing, adding stability while also improving overall resonance and voice.</p><h3>NECK</h3><p>The SJ-200 Vintage is firmly joined with a smooth two-piece maple neck via the compound dovetail joint and secured using hot hide glue. The neck is shaped to a round profile, providing a comfortable playing feel in your hand. Married to the neck is a sumptuous rosewood fingerboard, offering 20 frets for you to explore. The fingerboard features antiqued binding which covers the ends of the frets for a classic appearance. Gibson have also added Mother of Pearl SJ-200 Crown inlays in the frets by hand, guiding you along with complete confidence.</p><h3>HARDWARE AND FINISH</h3><p>The SJ-200 Vintage is kitted out with a sturdy rosewood Mustache bridge accompanied by the hand-shaped bone nut and saddle in keeping with its vintage specifications.</p><p>The headstock is equipped with the first-rate gold Gotoh Relic tuners. These have a somewhat aged appearance, however they have a 15:01 gear ratio and act like a brand new tuning machine thanks to expert engineering from the luthiers at Gibson.</p><p>The beautiful, Vintage Sunburst body is completed with a time-honoured SJ-200 tortoise pickguard. This is engraved and meticulously painted by hand for a one-of-a-kind look.</p><p>In order to keep the SJ-200 Vintage in the best possible condition, Gibson include a brown hardshell case as well as a handy Gibson Acoustic Owner's Manual.</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,481-481-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/7ec7063a7c30326850bc8b5b96105297.jpeg,1,,FALSE,"Gibson 2017 SJ-200 Vintage Acoustic Guitar - Vintage Sunburst","Gibson 2017 SJ-200 Vintage Acoustic Guitar - Vintage Sunburst",,,,,,,,,,,,,,,Kg,,,active
gibson-2017-sj-200-vintage-acoustic-guitar-vintage-sunburst-481,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/7ba4c321b2f49ebeae37f729f3c778a2.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-sj-200-vintage-acoustic-guitar-vintage-sunburst-481,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/199ecfeb2e74cac894ba60f98c52da5a.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-cs-les-paul-axcess-stopbar-electric-guitar-ebony-524,"Gibson CS Les Paul Axcess Stopbar Electric Guitar - Ebony","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Modern, lightweight Les Paul from the Axcess range by Gibson Custom</li><li>Features the Axcess heel carve, for unlimited reach to all frets</li><li>Thinner mahogany body with belly carve and a two-piece maple top</li><li>Single-piece mahogany neck with Les Paul Axcess profile</li><li>Richlite 22-fret fingerboard decorated with pearloid block inlays</li><li>496R and 498T humbucking pickups generate searing humbucker tones</li><li>Features a Tune-o-Matic bridge and stopbar tailpiece in gold</li><li>Les Paul Custom gold tuning keys fitted to the headstock</li><li>Includes a Les Paul Custom black hardcase and Certificate of Authenticity</li></ul><p>The luthiers at Gibson Custom shop welcome you to the new Les Paul Axcess Stopbar, an electric guitar which gives you all the wonder of a favoured Les Paul sound but with some additional, more comfortable appointments. With the sheer attitude of the humbucker pickups combined with its special design, it's no wonder that famous guitarists such as Alex Lifeson and Tommy Shaw have made it their primary choice. This is purely down to its incredible feel, or as Gibson say, """"contoured for comfort"""", making it the ultimate choice for any electric guitar player.</p><h3>MAPLE AND MAHOGANY</h3><p>An often prevalent feature in the design of a Les Paul is the need for a maple / mahogany partnership. The CS Les Paul Axcess has a top constructed from two pieces of maple which is then paired with a solid mahogany body. For the Axcess model, it has a thinner body depth which consequently ensures the guitar has a lighter feel, perfect for the performing musician who has to stand on stage for hours on end. Furthermore, the back of the body has a belly carve which ensures the guitar stays close to your body while you play, providing you with a flawless feel.</p><h3>MAHOGANY NECK</h3><p>A durable, one-piece mahogany neck is firmly fitted to the body and is shaped to the Les Paul Axcess profile. One of the best features of the guitar has to be its Axcess heel carve, which is what allows you to explore each and every fret without obstruction. There are 22 frets at your service on a sumptuous richlite fingerboard, paired with multi-ply binding which contributes to effortless fret transitions.</p><h3>496R AND 498T PICKUPS</h3><p>The CS Les Paul Axcess is equipped with 496R and 498T pickups which deliver an illuminous range of searing humbucker tones. Each pickup is powered by a ceramic magnet with #42 enamel wiring for a truly powerful sound delivery. For biting, crunchy rock or clean tones full of sustain, the pairing of a 496R and 498T pickup is sublime.</p><p>Four control knobs sit to the lower bout of the guitar for lead and rhythm Volume and Tone, and a three-way pickup switch allows you to adjust your sound to suit your playing needs.</p><h3>HARDWARE AND FINISH</h3><p>Gibson Custom have opted for a traditional hardware choice in the appointment of a Tune-o-Matic bridge with a stopbar tailpiece, both of which are gold, standing out against the beautiful gloss finish of the guitar. This conventional partnership improves the sustain and intonation of this superb Les Paul.</p><p>The quintessential Gibson Custom headstock is fitted with gold LP Custom tuning keys which work tirelessly to uphold tuning integrity.</p><p>The CS Les Paul Axcess includes a black LP Custom hard case for added protection when out on the road, as well as a Gibson Custom Shop Certificate of Authenticity.</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,524-524-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/60910e7bf01616678c8182fced03fed6.jpeg,1,,FALSE,"Gibson CS Les Paul Axcess Stopbar Electric Guitar - Ebony","Gibson CS Les Paul Axcess Stopbar Electric Guitar - Ebony",,,,,,,,,,,,,,,Kg,,,active
gibson-cs-les-paul-axcess-stopbar-electric-guitar-ebony-524,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/74db9cf2d6fc8d54dd9f3b18cc24e0a1.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-cs-les-paul-axcess-stopbar-electric-guitar-ebony-524,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/b3c1dab783b479ef00b0bb983864d23f.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-les-paul-classic-t-guitar-green-ocean-burst-464,"Gibson 2017 Les Paul Classic T Guitar - Green Ocean Burst","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li> Beautiful grade A plain maple top with hi sheen 90 </li><li> Mahogany body with 9-hole body rout creates a lighter feel </li><li> Single-cutaway profile for greater upper fret access </li><li> Single-piece mahogany neck with slimtaper profile for increased comfort</li><li> Bound rosewood fingerboard with trapezoid inlays and 12-inch radius </li><li> Zebra '57 Classic and '57 Classic Plus humbucking pickups </li><li> Includes Gibson hardshell case, multi tool, premium strap, polishing cloth, and owner's manual </li></ul><p>The Gibson 2017 Les Paul Classic T Electric Guitar delivers a modern rendition on a '60s/'70s' Les Paul. Through a combination of vintage-style and updated technology, Gibson has captured the vibrant energy and character of a classic Les Paul, whilst exceeding the tonal demands of today's guitarists.</p><h3>Sleek Les Paul design</h3><p>As you'd expect, the body is crafted using classic combination of two-piece mahogany that has been combined with a grade A plain maple top. The mahogany has been treated to a 9-hole weight relief rout, which makes the body lighter and easier to wield, without losing any of that raw Les Paul power. The maple doesn't just look pretty either; it lends itself to a sweetly delivered high-end that allows this beauty to truly sparkle. The body protected by a smooth hi-gloss 90 sheen lacquer, which preserves that natural grain and paintwork to allow your Les Paul to age gracefully.</p><h3>Single-piece mahogany neck</h3><p>To create a confident playing feel, Gibson have fitted a single-piece mahogany neck using a solid mortise and tenon joint reinforced using Franklin Titebond 50 adhesive. You can rest assured that no matter how hard you play, the neck is built with durability at its heart. Thanks to its slimtaper profile, the neck is delightfully slender and accommodating most player's hands with ease.</p><p>Married to the neck is a heavenly rosewood fingerboard, which is home to 22 frets that are adorned with trapezoid inlays to guide your way in style. Cream binding along the fingerboard ensures seamless transitions between frets, whilst the standard 12-inch radius makes it a breeze to perform smooth string bends.</p><h3>Zebra '57 Classic humbuckers</h3><p>To create a tonal match for the sophisticated '60s/'70s aesthetic, the Gibson 2017 Les Paul Classic T Electric Guitar is equipped with a Zebra '57 Classic in the neck position, and a Zebra '57 Classic Plus in the bridge. The depth and warmth of the mahogany is given the commanding presence it deserves, with a hearty mid to low-end energy flowing from the pickups, thanks to the wound Alnico II magnet-driven humbuckers. The crispness of the maple rings truly, offering a snappy counterpoint to the dense mahogany.</p><p>Control over the pickups comes via the pickup independent volume and tone controls, which allow you to sculpt and shape your tone with precision. Orange Drop capacitors ensure that the slightest of adjustments is executed as smoothly as possible, putting absolute tone control in your hands.</p><h3>Gig-ready hardware </h3><p>The headstock is home to Grover's zamak locking tuners with an impressive 14:01 tuning ratio, so you can rest assured that no slipping will occur during any emphatic string bending. The strings meet the body via the nickel-plated zamak ABR bridge and nickel-plated aluminium stop bar tailpiece. From the tuning machines down to the tailpiece, everything is designed and fitted to optimise intonation and sustain.</p><h3>Included Accessories</h3><p>Each Gibson 2017 Les Paul Classic T Electric Guitar model is supplied with a classic Gibson hardshell case in brown to protect your pride and joy whether it is in storage or in transit. With the 2017 model you will also receive a Gibson USA multi tool, premium strap, polishing cloth, and owner's manual to help you to keep your Les Paul in pristine condition.</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,464-464-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/1ef23b25726f3bd285bfea0bdca27ab9.jpeg,1,,FALSE,"Gibson 2017 Les Paul Classic T Guitar - Green Ocean Burst","Gibson 2017 Les Paul Classic T Guitar - Green Ocean Burst",,,,,,,,,,,,,,,Kg,,,active
gibson-2017-les-paul-classic-t-guitar-green-ocean-burst-464,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/5f40b23bf46aa7cfe7a6bd922aef7ddb.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-les-paul-classic-t-guitar-green-ocean-burst-464,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/ac4734f2bd2403a497397de98f133e74.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-les-paul-classic-t-guitar-green-ocean-burst-464,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/91cccd73b12a285da4dd3fe89227fb1f.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-les-paul-classic-t-guitar-green-ocean-burst-464,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/0271efbc6c2ebe1744f1cc4512250ab3.jpeg,5,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-les-paul-classic-t-guitar-green-ocean-burst-464,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/1a01819a2ab96294b593f7b404a39940.jpeg,6,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-les-paul-classic-t-guitar-green-ocean-burst-464,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/5d32ef84b53f13efc004ac074cbb4f16.jpeg,7,,,,,,,,,,,,,,,,,,,,,,
gibson-cs-1959-les-paul-standard-historic-guitar-iced-tea-521,"Gibson CS 1959 Les Paul Standard Historic Guitar - Iced Tea","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Recreation of Gibson's classic '59 Les Paul</li><li>Book-matched flame maple top with single-ply cream binding</li><li>Hand-selected single-piece mahogany back </li><li>Single-piece mahogany neck fitted with historic long tenon joint</li><li>Versatile Custom Bucker pickups with gold Top Hat controls</li><li>Includes Custom Shop hardshell case, certificate of authenticity, and extra switch cover plate</li></ul><p>The Gibson Custom Shop 1959 Les Paul Standard Historic Electric Guitar is the perfect combination of vintage style alongside modern appointments to create a dream model. A Les Paul is always special and everything from the carefully selected tonewoods used to the enigmatic tones produced, each one is unique and stays true to the fine history of one of the most popular musical instruments ever produced. Gibson's Custom Shop team don't just create instruments, they create timeless works of art.</p><h3> Legendary Les Paul style </h3><p>The instantly recognisable single-cutaway Les Paul body profile combines power and elegance to perfection. The Custom Shop '59 Standard Historic model, is crafted using a single piece of hand-selected solid mahogany to lay the foundation for a thunderous energy that is infused with a penetrating warmth. Married to the body - using Franklin Titebond adhesive - is a heavenly two-piece book-matched flame maple top, which is bound in 50s' cream single-binding. The maple counters the dense mahogany by gently underpinning the low to mid-end clout, whilst introducing a softer upper-range with crispness and clarity.</p><p>The Custom Shop team has adopted the 1950s' style body contour to create a smooth and comfortable playing feel. Each model's finish it protected by a slender but resilient layer of nitrocellulose lacquer, which allows the wood to resonate unimpeded whilst shielding the beautiful grain from unwanted damage.</p><h3> Sturdy mahogany neck </h3><p>Fitted to the body is a single piece mahogany, which has been set using the historic long neck tenon and reinforced using hot hide glue for added strength. The long neck tenon joint is renowned for its superior sound transference, adding to the already impressive tones produced by this monster. Shaped to the '50s' profile with painstaking accuracy, the neck creates a substantial feel in the hand without becoming unwieldy. Paired with the neck is a sublime Indian rosewood fingerboard shaped to a 12-inch radius</p></div></div></div>",mysite,guitar,"Gibson Guitars",TRUE,,,,,,,521-521-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/cce036cd60292842e41c6a58c34e4cb0.jpeg,1,,FALSE,"Gibson CS 1959 Les Paul Standard Historic Guitar - Iced Tea","Gibson CS 1959 Les Paul Standard Historic Guitar - Iced Tea",,,,,,,,,,,,,,,Kg,,,active
gibson-cs-1959-les-paul-standard-historic-guitar-iced-tea-521,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/d86fdc92ead3bb6a1463194111e7b234.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-cs-1959-les-paul-standard-historic-guitar-iced-tea-521,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/3dbfe4c222bb68008fa481a4e2f4795f.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-cs-1959-les-paul-standard-historic-guitar-iced-tea-521,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/e8e4e234ae606510644358f4edcc7ffa.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
martin-c1k-concert-ukulele-934,"Martin C1K Concert Ukulele","<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>High-quality Martin Concert Ukulele</li><li>Solid Hawaiian Koa top, back and sides with satin finish looks beautiful and delivers superb tone</li><li>Select hardwood neck shaped to a comfortable profile</li><li>A smooth morado fingerboard and bridge delivers an incredible playing experience</li><li>17 frets with white simple ABS dot position inlays</li><li>Nickel open-geared tuners with white buttons provide fast and accurate tuning capability</li><li>Concert bracing pattern with solid Sitka spruce braces</li><li>Includes Martin padded gigbag for safe transport and storage</li></ul><p>An instrument that exhibits Martin's many years in crafting some of the world's finest ukes, the Martin C1K Ukulele offers a, larger than average, concert body shape with a solid Hawaiian koa top, back &amp; sides.</p><h3>True to its roots</h3><p>Native to Hawaii, the solid Hawaiian koa used in the Martin C1K's is a favourite among islanders, and with good reason. Along with looking beautiful, with its wide grain being dark brown, with interspersed highlights of blonde, it is has a rich character, which matures as you play. A tropical hardwood, Hawaiian koa gives you a nice of blend of the midrange of mahogany and the top end of maple. Starting out quite bright, playing the Martin C1K Ukulele more will reward you with a richer, sweeter, and more resonant tone. The body of the uke is also finished nicely with a high-quality satin lacquer.</p><h3>Incredibly durable build</h3><p>Along with traditional body wood the Martin C1K Ukulele ensures strength and stability by harnessing solid sitka spruce for its bracing, mahogany for the blocks, and a dovetail joint to connect the select hardwood neck to the body.</p><p>The neck is topped by a 17-fret morado fingerboard with a width measurement of 1-13/32'' at the nut, and 1-13/16'' at the twelfth fret. The nut is white Tusq, while the bridge material has been matched to the fingerboard, also being morado. The solid headstock of the Martin C1K Ukulele is equipped with a set of nickel, open-geared tuners, with white buttons. The outfit also comes supplied with a padded gigbag.</p></div></div></div>",mysite,guitar,"Martin Guitars",TRUE,,,,,,,934-934-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/2388000f8d842cc50ca1e6d2b52f5d86.jpeg,1,,FALSE,"Martin C1K Concert Ukulele","Martin C1K Concert Ukulele",,,,,,,,,,,,,,,Kg,,,active
martin-c1k-concert-ukulele-934,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/b7a3f958c844d5ea860ef006bfbdecf3.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
martin-c1k-concert-ukulele-934,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/de6731172c4582f3b961255b335b01d5.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
martin-c1k-concert-ukulele-934,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/b1b8282b065632e6ccdea91df054eab9.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
