Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
gibson-2017-flying-v-hp-electric-guitar-441,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/1d2307a44dc7ccde683ee0b2793cdcab.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-usa-2018-sg-special-electric-guitar-590,Gibson USA 2018 SG Special Electric Guitar,"<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>2018 solidbody SG with classic """"horns"""" on show in satin</li><li>Mahogany body establishes a thumping, energetic warmth </li><li>Mahogany neck shaped to fast playing slimtaper profile</li><li>Rosewood fingerboard with acrylic small block position inlays</li><li>Versatile mini-humbucker pickups deliver exceptional tones</li><li>Solid and reliable hardware upholds intonation and sustain dutifully</li><li>Black top-hats with silver inserts compliment the vintage finish</li><li>Includes Gibson softshell case and accessory kit</li></ul><p>The Gibson USA 2018 SG Special Electric Guitar is built to the instantly recognisable double-cutaway """"Horns"""" body shape that has captured the imagination of guitarists for decades. The understated style of the SG Special is met head-on with a fire and defiant tonal offering, which makes this the ideal choice for guitarists who want a no-nonsense workhorse that plays and sounds truly sublime.</p><h3>Gibson USA build quality</h3><p>As noted, the body is crafted to the distinctive solidbody double-cutaway with a slimline and lightweight construction that is a joy to perform with. Mahogany is the tonewood of choice, establishing a powerful midrange energy with unabashed sustain. The slim body and softly bevelled edges make the SG perfect for players of all skill levels. The body is protected by a coating of satin nitrocellulose to prevent premature superficial wear from affecting the beautiful finish.</p><h3>Classic SG feel</h3><p>The neck of the 2018 SG Special Traditional is crafted from mahogany, which creates a reassuringly solid feel in the hand. Shaped to the slimtaper profile, your fretting hand can glide along with ease. Married to the neck is a delightful rosewood fingerboard, which is home to 24 medium frets that have been cryogenically treated for improved performance. Acrylic small block inlays guide your way in understated fashion.</p><h3>Rock solid hardware</h3><p>The headstock is home to vintage-style keystone tuning machines, which uphold tuning integrity with dutiful precision. The body is home to an aluminium Tune-O-Matic bridge, which works effortlessly with the aluminium stop bar tailpiece to create a seamless transition between strings and body. The result is a setup that maintains intonation, sustain, definition and playing feel faithfully, no matter what you throw at this beauty.</p><h3>Powerful pickups</h3><p>Fitted to the Gibson USA 2018 SG Special Traditional are the powerful and pure sounding mini humbuckers, which translate the smooth warmth of the mahogany beautifully, whilst offering an articulate bite when pushed. Control comes in the form of 3-way pickup selector switch, and black top-hat knobs with silver inserts that offer independent tone and volume control for each pickup. Whatever style of music you play from country to heavy metal, you'll be blown away by the versatility afforded by this exceptional pairing.</p><p>The Gibson USA 2018 SG Special Traditional Electric Guitar is a fantastic model for anyone and everyone from the bedroom warrior to touring professional. Every model is supplied with a Gibson softshell case and accessory kit.</p></div></div></div>",mysite,guitar,Gibson Guitars,TRUE,1,2,,,,,590-590-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/abd56b30e44f1b5dc603d3df85eabec9.jpeg,1,,FALSE,Gibson USA 2018 SG Special Electric Guitar,Gibson USA 2018 SG Special Electric Guitar,,,,,,,,,,,,,,,Kg,,,active
gibson-usa-2018-sg-special-electric-guitar-590,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/adcc78023eec8400c7c96b3d8fe54158.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
prs-2017-se-custom-22-semi-hollow-electric-guitar-991,PRS 2017 SE Custom 22 Semi-Hollow Electric Guitar,"<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Excellent semi-hollow electric guitar with modern appointments</li><li>Exquisite beveled maple top with F-style cutout and flame maple veneer</li><li>Smooth double cutaway PRS body with a mahogany back</li><li>Maple neck with wide thin shape ensures playing comfort</li><li>22-fret rosewood fingerboard with the signature bird inlays</li><li>Fitted with updated 85/15 S dual humbuckers</li><li>PRS stoptail bridge improves sustain</li><li>Reliable PRS-designed tuners fitted to headstock</li><li>PRS technicians provide perfect setup out of the box</li></ul><p>The new line of PRS electric guitars are a real joy to play, and the beautiful chambered SE Custom 22 Semi-Hollow makes for an excellent choice. With a wide-ranging, airy voice, this model can suit many different musical genres and playing styles. Featuring some new and improved appointments, the SE Custom 22 Semi-Hollow is both adaptable and comfortable, perfect for the playing pro.</p><h3>Semi-Hollow Body</h3><p>The 2017 SE Custom 22 Semi-Hollow has a chambered body for an even more resonant sound. The body has a beveled maple top with a sublime flame maple veneer with a single F-hole cutout. Also, the double cutaway body shape allows full access to all of the frets that the neck has to offer. The back is made from mahogany which is the ideal tonewood partner for the maple top.</p><h3>Neck</h3><p>The 2017 SE Custom 22 Semi-Hollow has a scale length of 25 inches and is firmly fitted with a maple neck. The neck has a Wide Thin profile which feels incredibly comfortable in the hand, and is particularly suited to lead guitarists and faster players. A smooth rosewood fingerboard tops the neck and presents you with 22 frets with the recognisable bird inlays as a guide.</p><h3>Upgraded Pickups</h3><p>Dual humbuckers have been carefully voiced by Paul Reed Smith and selected to amplify this excellent Semi-Hollow model. The pickups are situated in the neck and bridge positions respectively and imitate the pickups found in core PRS models for an exceptional tone. The updated 85/15 """"S"""" pickups create sweet highs that chime wonderfully. The low and midrange notes are well-defined, offering you a universe of balanced tones to explore. The 85/15 """"S"""" humbuckers are a coveted pair of pickups, and you can only get these when you purchase a core PRS model from the range.</p><p>The controls enable you to tweak your Volume and Tone with ease. There is also a 3-way toggle switch to alter between pickup combinations.</p><h3>Hardware and Finish</h3><p>A reliable stoptail bridge fitted to the lower bout of the body maintains a great connection between the body and the strings, allowing the resonant airy tones to come through the single F-cutout. The headstock features PRS-designed tuners which uphold tuning accuracy with precision. PRS have also added a new logo to the headstock which features Paul Reed Smith's signature. All-nickel hardware adds a neat finish to the beautiful flame maple veneer top and semi-hollow design.</p><p>The PRS 2017 SE Custom 22 Semi-Hollow has been designed with """"resonance and grace"""" as its foundations. As with any PRS model, the technicians ensure that it is set up perfectly and ready to play from the moment you take it out of the box.</p></div></div></div>",mysite,guitar,PRS,TRUE,1,2,,,,,991-991-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/9bebc812fb2d20356de6d1c69a0104fc.jpeg,1,,FALSE,PRS 2017 SE Custom 22 Semi-Hollow Electric Guitar,PRS 2017 SE Custom 22 Semi-Hollow Electric Guitar,,,,,,,,,,,,,,,Kg,,,active
gibson-2017-eb-bass-4-string-t-bass-guitar-natural-satin-414,Gibson 2017 EB Bass 4 String T Bass Guitar - Natural Satin,"<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Swamp Ash body shaped to the cool EB asymmetric profile</li><li>Glued-in maple neck with comfortable rounded profile</li><li>One-piece rosewood fingerboard with dot position inlays</li><li>Two powerful Alnico V magnet-powered humbuckers</li><li>Babicz full-contact bridge optimises intonation and sustain</li><li>Grover tuners uphold tuning integrity with precision</li><li>Includes Gibson EVF gig bag, Gibson USA guitar strap, polishing cloth, truss rod wench, and 2.5mm adjustment wrench</li></ul><p>The Gibson 2017 EB Bass 4 String T Bass Guitar takes the class EB model and introduces it to some modern appointments that makes it perfect for today's bassists. Whatever style of music you're tackling, the 2017 EB Bass is a mighty performance partner for both amateur and professional players alike.</p><h3> Sophisticated EB profile </h3><p>Swamp ash is the tonewood of choice, and is perfect as the driving power behind the EB Bass. Highly regarded thanks to its rich warmth and depth of tone, Swamp Ash also boasts a relatively lightweight feel along with its big-hearted tone. The body is treated to a deep double-cutaway profile, making easy to reach the upper frets in comfort. The body has a contoured edge, which creates a comfortable rest for the picking arm, and allows the body to sit snugly against your body during performances.</p><h3> Robust rounded neck </h3><p>The neck is crafted using maple, which is shaped to a rounded profile to offer a substantial feel in the hand. Maple offers a bright counterpoint to the swamp ash to offer articulation across each and every note. Married to the neck is a sumptuous rosewood fingerboard, which is home to 24 frets that are adorned with dot position inlays to guide your way in style. The generous 34-inch scale length of the neck is paired with a 12-inch fingerboard radius, laying the foundation for an accommodating playing surface for your fingers to explore.</p><h3> EB Rhythm and Lead Humbuckers </h3><p>With a tone wood combo as potent as this, some equally powerful pickups are in order. Two Alnico V magnet-powered humbuckers are equipped, which deliver a high-gain output with fat tone. Each of these has its own volume control, so that tones can be blended from each pickup, whilst a master tone pot allows you to embellish output from low to high frequencies.</p><h3> Stage-ready hardware </h3><p>Fitted to the body is a Babicz full-contact bridge, which creates a seamless connection between the strings and body to optimise intonation and sustain. The headstock is home to Grover tuners which provide stability throughout the most energetic of performances with a durable 20:01 tuning ratio. The newly appointed self-lubricating TekToid nut also works tirelessly to upheld sustain and pitch accuracy.</p><h3> Included Accessories </h3><p>The Gibson 2017 EB Bass 4 String T Bass Guitar is supplied with a Gibson EVF gig bag to protect your pride and joy at home and on the move. Along with the gig bag, each model is supplied with a Gibson USA guitar strap, polishing cloth, truss rod wench, and 2.5mm adjustment wrench to help you keep your EB Bass in pristine condition.</p></div></div></div>",mysite,guitar,Gibson Guitars,TRUE,1,2,,,,,414-414-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/0154a3587f2f83686682e634a0d0cc04.jpeg,1,,FALSE,Gibson 2017 EB Bass 4 String T Bass Guitar - Natural Satin,Gibson 2017 EB Bass 4 String T Bass Guitar - Natural Satin,,,,,,,,,,,,,,,Kg,,,active
gibson-2017-eb-bass-4-string-t-bass-guitar-natural-satin-414,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/aa51966863e83b98f0f8a86ceae03dbf.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-eb-bass-4-string-t-bass-guitar-natural-satin-414,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/69ef6764718e55cb77032c8258f524fc.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-eb-bass-4-string-t-bass-guitar-natural-satin-414,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/13c3f2e37cd19a8597d19e5f1c0478e7.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-eb-bass-4-string-t-bass-guitar-natural-satin-414,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/69f17b8f9b6b387f1681d2d24dca3104.jpeg,5,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-eb-bass-4-string-t-bass-guitar-natural-satin-414,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/f26fd5a4be09fa2c49f6462984d0548f.jpeg,6,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-eb-bass-4-string-t-bass-guitar-natural-satin-414,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/412fc8ed6800be4126468f28c76d19cb.jpeg,7,,,,,,,,,,,,,,,,,,,,,,
g5422tg-12-12-string-electromatic-hollowbody-walnut-639,G5422TG-12 12-String Electromatic Hollowbody - Walnut,"<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li> Beautiful thinline 12-string hollowbody model with gold hardware </li><li> Bound double-cutaway profile with oversized bound f-holes </li><li> Blacktop Filter'Tron humbucking pickups </li><li> Upgraded controls, including master volume treble-bleed circuit </li><li> Maple neck with comfortable """"U""""-shape profile </li><li> 22 medium jumbo fret rosewood fingerboard with pearloid neo-classic thumbnail inlays </li><li> Secured rosewood-based adjusto-matic bridge with Gretsch G-Cutout tailpiece </li><li> Vintage style open-back tuning machines uphold tuning integrity </li><li> Graph Tech nubone nut maintains string tension accurately </li></ul><p>The Gretsch G5422TG-12 12-String Electromatic Hollowbody Guitar with Gold hardware delivers the sumptuous style and sophistication of the G5422 in a 12-string model. Delivering the lush tonal complexity of a hollowbody with the classic chime and jangle that comes with the increased string count, Gretsch has created a breath-taking model that is equally at home in the studio and on the stage. Packed with a pair of Blacktop Filter'Tron pickups, you can play the mesmerising timbre of the G5422TG-12 via an amplifier without making any compromise with regard to timbre.</p><h3> Bound thinline double-cutaway body </h3><p>The body has been shaped to that of a thinline hollowbody profile, which marries comfortability and tonal versatility beautifully. The 5-ply maple tonewood works harmoniously with the body profile to generate a confident midrange energy that has a softly rounded low end and sparkling brilliance across the upper frequencies.</p><p></p>As well as ensuring the timbre of the G5422TG-12 is second to none, the team at Gretsch have gone to great lengths to resurrect the vintage aesthetic of their historic models, whilst appointing modern touches to maintain a solid and stable playing feel. The body top incorporates stylish over-sized bound f-holes, which allow the timbre to ease through for a smooth yet subtle acoustic projection. The top is bound to offer protection to the edges and complement the finish. Protection is offered to the paintwork in the form of a slender yet resilient gloss finish. A gold plexi pickguard, complete with black Gretsch logo, resides just beneath the pickups to prevent unwanted nicks and scrapes from affecting the lower bout.<p></p><h3> Gloss-finished maple neck </h3><p>Joined to the body is a fast-playing, gloss-finished maple neck, which is shaped to a """"U""""-shape profile to create a comfortable feel in the hand. Paired with the neck is a 22-fret rosewood fingerboard, which has been bound to guarantee seamless transitions between frets that are adorned with pearloid hump-block position inlays. The 12-inch fingerboard radius makes executing string bends are breeze, whilst the double-cutaway body profile means that each and every fret is within easy reach.</p><h3> Gig-ready hardware </h3><p>At the top of the neck you'll find a Graph Tech nubone nut, which works in partnership with the vintage-style open-back tuning machines to stabilise string tension and tuning integrity. Connected to the body is a smaller late-'50s G6120 bound headstock, which proudly shows off a white Gretsch logo. Fitted to the G5422TG-12 is an adjusto-matic bridge with a secured rosewood-base, which is paired with a Gretshc G-Cutout tailpiece. The hardware creates a seamless connection between the strings and body to optimise intonation and sustain.</p><h3> Blacktop Filter'Tron pickups </h3><p>Fitted to the body are two BlackTop Filter'Tron humbuckers in the neck and bridge positions. Designed to enhance the """"fat"""" timbre produced by the body, this pair produce an enviable tonal arsenal for you to play with. The neck position enhances the plucky articulation of the neck and fingerboard, whilst the bridge pickup draws more from the body, generating a thunderous charge when you want it.</p><p>Control over the pickups comes in the form of a three-way pickup selector toggle switch, which allows you to select either pickup independently or select both outputs simultaneously for a fuller tone. Each pickup has an independent volume knob, and both are connected to master volume and tone pots.</p><p>The Gretsch G5422TG-12 Electromatic hollowbody guitar is the perfect model for those who want the sparkling majesty of a 12-string in a model that is very comfortable to perform with, and offers a highly versatile tonal palette to paint with. Whether you're picking up your first model, or are a seasoned pro who is seeking a reliable touring partner, it doesn't get much better than this.</p></div></div></div>",mysite,guitar,Gretsch Guitars,TRUE,1,2,,,,,639-639-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/3c3acf514d2f4604b560365061d87a81.jpeg,1,,FALSE,G5422TG-12 12-String Electromatic Hollowbody - Walnut,G5422TG-12 12-String Electromatic Hollowbody - Walnut,,,,,,,,,,,,,,,Kg,,,active
g5422tg-12-12-string-electromatic-hollowbody-walnut-639,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/522b4e61ae944878c4e7aaf8b2ac0771.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
g5422tg-12-12-string-electromatic-hollowbody-walnut-639,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/e34eb00e71660895bcd3ce0665f33f6a.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-dot-electric-guitar-wine-red-538,Gibson Memphis 2018 ES-335 Dot Electric Guitar - Wine Red,"<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Beautiful semi-hollowbody model marries tradition and modern</li><li>Semi-hollow body constructed from 3-ply maple/poplar/maple</li><li>Supple maple neck with easy-to-play rounded profile</li><li>22-fret rosewood fingerboard with pearloid dot inlays to guide you</li><li>Burstbuckers deliver sweet tones that beg to be overdriven</li><li>ABR-1 bridge with lightweight zinc tailpiece for precise intonation</li><li>Grover 102 Rotomatics uphold tuning integrity with steadfast dedication</li><li>Includes hardshell case and Gibson accessory kit</li></ul><p>The Gibson Memphis 2018 ES-335 Dot Electric Guitar is a harmonious marriage of traditional style with modern attitude, which is designed to give today's working guitarist everything they could desire. Adhering to the classic semi-hollowbody design, this legendary model is perfect for those who want their performance to truly shine.</p><h3>Sumptuous body design</h3><p>Since its release back in the late '50s, the ES-335 has found its way into the hands and hearts of players across many genres. Closely associated with blues, the ES-335 has been favoured by many rock players too, thanks to the innovative centre-block design that enables amplification without the unwanted noise or feedback. The body is constructed using 3-ply maple/poplar/maple for the top, back and sides, which creates a beautifully balanced tonal palette, as well as a lightweight feel in the hands. Spruce bracing ensures that the body top can resonate freely, whilst preventing buckling or warping from occurring over time.</p><h3>Supple yet supportive neck</h3><p>Fitted to the body is a heavenly maple neck, which is shaped to the rounded """"C"""" profile for a reassuringly comfortable grip. The rolled binding enables seamless transitions along the neck for a speedy playing feel. The neck is paired with a luxurious rosewood fingerboard, which is adorned with pearloid dot position inlays to guide your way in style. For those who like to lay out their chops with a free-flowing feel, it doesn't get much more accommodating than with this setup.</p><h3>Burstbucker pickups</h3><p>Gibson has equipped the 2018 ES-335 Dot with Burstbucker pickups, which translate the lushly textured timbre of the guitar superbly when amplified. The acoustic response is captured in all its glory, whilst the pickups beg to be given an overdriven nudge to really bring out the best in this awesome guitar. Control comes in the form of independent volume and tone pots for each pickup, as well as a three-way pickup selector switch. Fat and bluesy to tight and articulate, these beauties are as versatile as they are powerful. The hand-wired electronics with ceramic capacitors ensure that any attenuation is done with absolute subtlety.</p><h3>Gig-ready hardware</h3><p>The body is equipped with an ABR-1 bridge that features plated brass saddles, which is paired with a die-cast zinc tailpiece. The result is a lightweight yet exceptionally strong and reliable system to uphold intonation and sustain across each and every string. The headstock is home to Grover 102 Rotomatic tuning machines, which maintain tuning with steadfast dedication. You can bend the strings to your heart's content, safe in the knowledge that they will keep coming back for more.</p><p>Each Gibson Memphis 2018 ES-335 Dot Electric Guitar is supplied with a hardcase to protect your model at home and on the go, as well as an accessory kit to help keep it in pristine condition.</p></div></div></div>",mysite,guitar,Gibson Guitars,TRUE,1,2,,,,,538-538-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/4b06674c50c0a9f105a1cb05d2b05f0e.jpeg,1,,FALSE,Gibson Memphis 2018 ES-335 Dot Electric Guitar - Wine Red,Gibson Memphis 2018 ES-335 Dot Electric Guitar - Wine Red,,,,,,,,,,,,,,,Kg,,,active
gibson-memphis-2018-es-335-dot-electric-guitar-wine-red-538,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/2a36596d49c41ea4c9d79ed0a43a910d.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-dot-electric-guitar-wine-red-538,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/4af7277b5deaaee5a609b5ce55610992.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-dot-electric-guitar-wine-red-538,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/81771a33913cf92c3c2888ee0ab19ad8.jpeg,4,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-dot-electric-guitar-wine-red-538,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/a4d181df546f33e13f73611b7674ebf9.jpeg,5,,,,,,,,,,,,,,,,,,,,,,
gibson-memphis-2018-es-335-dot-electric-guitar-wine-red-538,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/279e298c7eca094a4d38f614f82a4873.jpeg,6,,,,,,,,,,,,,,,,,,,,,,
gibson-2017-firebird-t-electric-guitar-435,Gibson 2017 Firebird T Electric Guitar,"<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>Traditional Firebird model revamped for 2017</li><li>Body constructed entirely from mahogany</li><li>Smooth mahogany/walnut neck with comfortable Slim Taper profile</li><li>22-fret fingerboard made from thicker rosewood</li><li>Kitted out with Mini Humbucker pickups</li><li>Fitted with unique, precise Steinberger gearless tuners</li><li>Self-lubricating tektoid nut enhances sustain</li><li>Comes with a brown Firebird hardshell case</li></ul><p>After the huge success of Gibson's semi-hollow and hollowbody guitars they decided to have a bash at creating some solidbody models. One of the first solidbody guitars became an overnight success much to Gibson's surprise, and this was the now renowned Firebird. This astonishing guitar was the brainchild of car designer Ray Dietrich who worked alongside Ted McCarty (the then Gibson President). With its unique shape derived from car tailfins, this new Gibson was a revolution, and the 2017 Traditional rendition keeps many of the original historic features with some added new and exclusive appointments.</p><h3>BODY</h3><p>Unlike guitars at the time of its birth in the early 1960s, the Firebird had a reverse-style body and a longer right horn, which it retains today. The neck-through-body is constructed from mahogany, a preferred tonewood for Gibson. The mahogany body feels lightweight and comfortable, reducing fatigue especially for performers and live musicians.</p><h3>NECK</h3><p>As mentioned, the 2017 Firebird T has a neck-through-body construction, which boosts sustain and grants full access to all the frets, even the upper registers. The neck is made up of mahogany and walnut and shaped to the classic Firebird Slim Taper profile for a faster, more comfortable playing feel in the hand of a modern guitarist.</p><p>The neck is topped with a thicker rosewood fingerboard providing you with 22 frets to enjoy. The use of this thicker rosewood boosts tonal depth produced by the guitar for a high quality sound output. Gibson have fitted a Tektoid nut that is self-lubricating for a better return to pitch and improved sustain.</p><h3>ELECTRONICS</h3><p>The 2017 Firebird T is equipped with a pair of Mini Humbucker pickups, with one in the neck position and another in the bridge position. The original Firebirds were also fitted with this superb pickup duo, and the 2017 version will still deliver those PAF-style authentic Gibson tones.</p><p>Featuring the usual controls for rhythm and lead Volume and Tone and a 3-way toggle pickup switch, you can shape your tone to suit your playing needs. Each control has a black tophat with a silver insert, complementing the body finish.</p><h3>HARDWARE AND FINISH</h3><p>The Firebird T headstock is directly fitted with the exceptional Steinberger Gearless tuning keys set to a 40:01:00 gear ratio. Their rare design and precise ratio ensure consistency in tuning each string as well as improving the overall sustain.</p><p>To further boost sustain and resonance there is a traditional chrome-plated aluminium Tune-o-Matic bridge and an aluminium Stop Bar tailpiece.</p><p>To protect and complement the body's smooth hi-gloss 90 sheen lacquer finish is a 3-ply white Firebird pickguard with the quintessential gold Firebird on it. To enable the guitarist to look after this wonderful guitar as best as possible, Gibson include a brown Firebird hardshell case, premium strap and polishing cloth.</p></div></div></div>",mysite,guitar,Gibson Guitars,TRUE,1,2,,,,,435-435-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/fb9aa505ad613e1b714e74170a2b4f40.jpeg,1,,FALSE,Gibson 2017 Firebird T Electric Guitar,Gibson 2017 Firebird T Electric Guitar,,,,,,,,,,,,,,,Kg,,,active
gibson-2017-firebird-t-electric-guitar-435,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/832d4823986249dc0d6b8284d9e8f324.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-es-275-archtop-guitar-faded-cherry-510,Gibson ES-275 Archtop Guitar - Faded Cherry,"<div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content  product_detail__content""><div class=""tw-pt-2 tw-pb-6 lg:tw-pt-3 lg:tw-pb-10 lg:tw-pl-4 lg:tw-pr-3 lg:tw-body-plus-2 hide-scrollbar tw-overflow-hidden mce__content product_detail__content""><div class=""""><ul><li>ES-275 model hailing from Gibson range of hollowbody archtop electric guitars</li><li>Completely hollow body with arched maple / poplar / maple top</li><li>3-ply maple / poplar / maple back and sides</li><li>Single-piece sturdy mahogany neck with a rounded """"C"""" profile</li><li>Smooth 22-fret rolled rosewood fingerboard with split parallelogram inlays</li><li>Fitted with dual MHS humbucker pickups for accurate PAF tone</li><li>Floating ABR-1 Tune-o-Matic bridge with titanium saddles</li><li>Includes a Gibson hardshell tan case and Gibson Memphis COA</li></ul><p>The ES-275 hails from a long line of Gibson hollowbody archtop guitars, featuring a cutaway influenced by the L-5 for access to the upper registers. The ES-275 has been expertly crafted to bring together a m</p></div></div></div>",mysite,guitar,Gibson Guitars,TRUE,1,2,,,,,510-510-0-0,0,shopify,1000,continue,manual,39,0,TRUE,TRUE,,https://img.staticdj.com/7b23553b612ca05a5da089e8689d924a.jpeg,1,,FALSE,Gibson ES-275 Archtop Guitar - Faded Cherry,Gibson ES-275 Archtop Guitar - Faded Cherry,,,,,,,,,,,,,,,Kg,,,active
gibson-es-275-archtop-guitar-faded-cherry-510,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/702cbe97e6bcd107a65cb1453c33bd44.jpeg,2,,,,,,,,,,,,,,,,,,,,,,
gibson-es-275-archtop-guitar-faded-cherry-510,,,,,,,,,,,,,,,,,,,,,,,,https://img.staticdj.com/94ba37986ba7c167533a5d4c9a996da4.jpeg,3,,,,,,,,,,,,,,,,,,,,,,
